,author,description,publishedAt,source,title,url,urlToImage
3366,NBC News,"Alan Dershowitz, Professor Emeritus at Harvard Law School and Daniel Goldman, Former Assistant U.S. Attorney for the Southern District of New York debate the legality of federal investigators monitoring Cohen's calls. Dershowitz says prosecutors should not be…",2018-05-03T20:42:51Z,msnbc,Alan Dershowitz: Cohen wiretapping was unjustified,https://www.msnbc.com/katy-tur/watch/alan-dershowitz-cohen-wiretapping-was-unjustified-1225136195885,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_tur_dershowitz_180503_1920x1080.1200;630;7;70;5.jpg
3367,NBC News,Federal investigators tapped the phone lines of the President's longtime lawyer Michael Cohen. What were they looking for?,2018-05-03T20:38:05Z,msnbc,Big Question: What do the revelations about the Cohen wiretap mean for the president?,https://www.msnbc.com/katy-tur/watch/big-question-what-do-the-revelations-about-the-cohen-wiretap-mean-for-the-president-1225131075627,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_tur_bigquestion_180503_1920x1080.1200;630;7;70;5.jpg
3368,NBC News,Daily Beast reporter Betsy Woodruff shares comments made to her by Trump lawyer Rudy Giuliani regarding an NBC News report that Michael Cohen’s phone lines were wiretapped. NBC’s Julia Ainsley also responds to Giuliani’s view.,2018-05-03T19:39:19Z,msnbc,Giuliani tells reporter he doesn’t believe Cohen was wiretapped,https://www.msnbc.com/ali-velshi/watch/giuliani-tells-reporter-he-doesn-t-believe-cohen-was-wiretapped-1225083459760,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_velshi_brk_giuliani_nbcreport_180503_1920x1080.1200;630;7;70;5.jpg
3369,MPX,Joe and Mika discuss the big news of the day.,2018-05-03T18:41:01Z,msnbc,Morning Joe 05/03/2018,http://www.msnbc.com/morning-joe/watch/morning-joe-05-03-2018-episode,
3370,Steve Benen,The traditional ties between Republican politics and law enforcement appear to be fraying in ways that would’ve been hard to predict in the recent past.,2018-05-03T18:37:01Z,msnbc,Traditional ties between GOP and law enforcement fray,http://www.msnbc.com/rachel-maddow-show/traditional-ties-between-gop-and-law-enforcement-fray,http://www.msnbc.com/sites/msnbc/files/styles/ratio--1_91-1--1200x630/public/campaign_2016_trump.jpeg-ba45d.jpg?itok=xl4CZSG3
3371,NBC News,Honoring 22-year-old U.S. soldier Gabriel Conde who was killed in action in Afghanistan.,2018-05-03T17:52:33Z,msnbc,U.S. soldier Gabriel Conde is a Monumental American,https://www.msnbc.com/velshi-ruhle/watch/u-s-soldier-gabriel-conde-is-a-monumental-american-1224976963902,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_vr_MonumentalAmerican_180503_1920x1080.1200;630;7;70;5.jpg
3372,NBC News,"Paul S. Ryan, Vice President of Policy and Litigation at Common Cause, discusses his organization’s January complaint against the Trump campaign for alleged campaign finance violations, and how the move stands in light of Trump’s reimbursement to Michael Cohe…",2018-05-03T17:48:32Z,msnbc,How will revelation of Cohen reimbursement affect Trump’s legal standing?,https://www.msnbc.com/velshi-ruhle/watch/how-will-revelation-of-cohen-reimbursement-affect-trump-s-legal-standing-1224968771738,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_vr_brk_ryan_violation_180503_1920x1080.1200;630;7;70;5.jpg
3373,NBC News,"The $130,000 question: Who knew what and when about the payment to Stormy Daniels. Stephanie Ruhle takes a look back at what we know.",2018-05-03T17:45:44Z,msnbc,"The case of the $100,000: Stormy Daniels ‘hush money’ timeline",https://www.msnbc.com/velshi-ruhle/watch/the-case-of-the-100-000-stormy-daniels-hush-money-timeline-1224969283947,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_ruhle_HushMoneyExplainer_180503_1920x1080.1200;630;7;70;5.jpg
3374,NBC News,Michael Avenatti reacts to the news that  Trump's personal lawyer Michael Cohen was wiretapped by federal investigators before the FBI raid on his offices and home.,2018-05-03T17:45:03Z,msnbc,Avenatti: Wiretaps will help Stormy Daniels' case,https://www.msnbc.com/msnbc/watch/stormy-daniels-lawyer-says-wiretaps-will-help-his-case-1224964163966,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_msnbc_brk_avenatti_wiretaps_180503_1920x1080.1200;630;7;70;5.jpg
3375,MPX,"Stormy Daniels’ lawyer Michael Avenatti joins Andrea Mitchell to discuss last nights stunning revelation that President Trump repaid his lawyer Michael Cohen the $130,000 that Cohen paid Stormy Daniels days before the 2016 election for her silence about an al…",2018-05-03T17:42:00Z,msnbc,Stormy Daniels lawyer: ‘The likelihood of us having a chance...,https://www.msnbc.com/andrea-mitchell-reports/watch/stormy-daniels-lawyer-the-likelihood-of-us-having-a-chance-to-depose-trump-went-up-exponentially-1224945731855,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_mitchell_avenatti_180503_1920x1080.1200;630;7;70;5.jpg
3376,NBC News,Federal investigators have wiretapped the phone lines of President Trump’s personal lawyer Michael Cohen. NBC’s Tom Winter and Julia Ainsley report on the circumstances and how it relates to the Cohen investigation.,2018-05-03T17:15:32Z,msnbc,NBC Exclusive: Feds set up wiretap on Trump lawyer’s phones weeks before FBI raid,https://www.msnbc.com/msnbc/watch/nbc-exclusive-feds-set-up-wiretap-on-trump-lawyer-s-phone-weeks-before-fbi-raid-1224941635652,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_msnbc_brk_cohen_winter_180503_1920x1080.1200;630;7;70;5.jpg
3377,NBC News,Former U.S. Attorney under President Obama Joyce Vance and Former Deputy Assistant Attorney General Tom Dupree join Ali Velshi and Stephanie Ruhle to discuss the relevance of the changing narrative surrounding the firing of James Comey.,2018-05-03T17:12:56Z,msnbc,Vance: Changing Comey narrative plants Trump in a ‘danger zone’,https://www.msnbc.com/velshi-ruhle/watch/the-changing-narrative-of-comey-s-firing-1224936003954,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_vr_brk_vance_dupree_180503.1200;630;7;70;5.jpg
3378,MPX,"Condoleezza Rice speaks on North Korea, trade negotiations, immigration, and White House chaos in a one-on-one interview with Andrea Mitchell.",2018-05-03T17:08:00Z,msnbc,Condoleezza Rice: I’d keep 'expectations low and over-deliver'...,https://www.msnbc.com/andrea-mitchell-reports/watch/condoleezza-rice-i-d-keep-expectations-low-and-over-deliver-on-north-korea-talks-1224925251734,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_mitchell_condoleezza_northkorea_180503_1920x1080.1200;630;7;70;5.jpg
3379,NBC News,"For the former FBI Director, it's like he's been fired three times. Ali Velshi takes a closer look at the reasons given for the firing of James Comey.",2018-05-03T17:07:54Z,msnbc,All the reasons Comey was fired,https://www.msnbc.com/velshi-ruhle/watch/why-was-james-comey-fired-1224934979580,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_vr_brk_comey_fired_180503.1200;630;7;70;5.jpg
3380,NBC News,"Today is World Press Freedom day, and we want to take a minute to talk about what the means. This is Reuters journalist Wa Lone -- escorted by police in Myanmar. He is one of two reporters arrested there for covering the mass killings of Rohingya muslims. As …",2018-05-03T16:52:53Z,msnbc,#BIGPICTURE: World press freedom day,https://www.msnbc.com/hallie-jackson/watch/-bigpicture-world-press-freedom-day-1224925251574,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_hallie_bigpic_180503_1920x1080.1200;630;7;70;5.jpg
3381,Steve Benen,Trump World has tried to separate the Stormy Daniels payoff and the campaign. Rudy Giuliani today did the opposite.,2018-05-03T16:40:35Z,msnbc,Giuliani shows how to make a difficult situation much worse,http://www.msnbc.com/rachel-maddow-show/giuliani-shows-how-make-difficult-situation-much-worse,http://www.msnbc.com/sites/msnbc/files/styles/ratio--1_91-1--1200x630/public/articles/03966068.jpg?itok=W5ErTIQo
3382,NBC News,"In a one-on-one interview, Former Secretary of State Condoleezza Rice speaks to Andrea Mitchell about the Mueller probe and Russian meddling.",2018-05-03T16:36:31Z,msnbc,Rice: I think Mueller ‘will play it straight’,https://www.msnbc.com/andrea-mitchell-reports/watch/condoleezza-rice-i-think-mueller-will-play-it-straight-1224911939834,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_mitchell_condoleezza_russia_180503_1920x1080.1200;630;7;70;5.jpg
3383,NBC News,Cambridge Analytica whistleblower Christopher Wylie joins Morning Joe upon the announcement the company is ceasing operations and filing for bankruptcy. Wylie also discusses new company Emerdata.,2018-05-03T16:01:43Z,msnbc,Whistleblower reacts to Cambridge Analytica closing,https://www.msnbc.com/morning-joe/watch/christopher-wylie-reacts-to-cambridge-analytica-closing-1224897603535,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/n_mj_wylie_180503_1920x1080.1200;630;7;70;5.jpg
